...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
5709,S17575595,Common Grackle,Quiscalus quiscula,2014-03-23,15:30:00,30,90,US-MO,38.6129807,-90.2593803,123,3,2014
5710,S22239405,Common Grackle,Quiscalus quiscula,2015-03-08,11:45:00,2,120,US-MO,38.6129807,-90.2593803,75,3,2015
5711,S37507879,Common Grackle,Quiscalus quiscula,2017-06-10,08:50:00,10,90,US-MO,38.6129807,-90.2593803,56,6,2017
5712,S43760440,Common Grackle,Quiscalus quiscula,2018-03-18,15:54:00,5,71,US-MO,38.6129807,-90.2593803,74,3,2018
5713,S44377158,Common Grackle,Quiscalus quiscula,2018-04-08,16:11:00,4,62,US-MO,38.6129807,-90.2593803,53,4,2018
5714,S45362421,Common Grackle,Quiscalus quiscula,2018-05-06,09:35:00,16,134,US-MO,38.6129807,-90.2593803,86,5,2018
5715,S17873207,Common Grackle,Quiscalus quiscula,2014-04-13,10:45:00,34,150,US-MO,38.6066358,-90.2582139,198,4,2014
5716,S19661218,Common Grackle,Quiscalus quiscula,2014-09-01,09:00:00,3,120,US-MO,38.6066358,-90.2582139,43,9,2014
5717,S36184977,Common Grackle,Quiscalus quiscula,2017-04-22,18:16:00,1,88,US-MO,38.6066358,-90.2582139,64,4,2017
5718,S36840529,Common Grackle,Quiscalus quiscula,2017-05-13,19:00:00,3,90,US-MO,38.6066358,-90.2582139,56,5,2017
5719,S37165903,Common Grackle,Quiscalus quiscula,2017-05-26,18:09:00,9,69,US-MO,38.6066358,-90.2582139,79,5,2017
5720,S45352298,Common Grackle,Quiscalus quiscula,2018-05-06,08:05:00,2,50,US-MO,38.6066358,-90.2582139,58,5,2018
5721,S65338838,Common Grackle,Quiscalus quiscula,2020-03-01,16:23:00,1,38,US-OK,36.152075,-95.9778614,49,3,2020
5722,S67289842,Common Grackle,Quiscalus quiscula,2020-04-15,18:54:00,8,48,US-OK,36.1441138,-95.9327686,43,4,2020
5723,S67472609,Common Grackle,Quiscalus quiscula,2020-04-04,18:22:00,258,42,US-OK,36.1436101,-95.9338497,387,4,2020
5724,S66184821,Common Grackle,Quiscalus quiscula,2020-03-24,18:09:00,3000,58,US-OK,36.1431952,-95.9334761,3154,3,2020
5725,S66295846,Common Grackle,Quiscalus quiscula,2020-03-27,18:53:00,850,8,US-OK,36.1431952,-95.9334761,887,3,2020
5726,S66844842,Common Grackle,Quiscalus quiscula,2020-04-08,19:37:00,150,34,US-OK,36.1431952,-95.9334761,176,4,2020
5727,S68524485,Common Grackle,Quiscalus quiscula,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
5728,S68032156,Common Grackle,Quiscalus quiscula,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
5729,S107970844,Common Grackle,Quiscalus quiscula,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
5730,S68032703,Common Grackle,Quiscalus quiscula,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
5731,S68152310,Common Grackle,Quiscalus quiscula,2020-04-30,19:12:00,1,13,US-OK,36.1514978,-95.9796871,33,4,2020
5732,S68100906,Common Grackle,Quiscalus quiscula,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
5733,S68187140,Common Grackle,Quiscalus quiscula,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
5734,S66369682,Common Grackle,Quiscalus quiscula,2020-03-29,09:31:00,3,189,US-OK,36.1497985,-96.2401081,219,3,2020
5735,S64885073,Common Grackle,Quiscalus quiscula,2020-02-20,15:59:00,2,93,US-OK,36.116064,-95.98525,200,2,2020
5736,S56470322,Common Grackle,Quiscalus quiscula,2019-05-18,19:16:00,4,59,US-OK,36.1301108,-95.9731293,47,5,2019
5737,S36872852,Common Grackle,Quiscalus quiscula,2017-05-13,17:00:00,1,10,US-MO,38.8269875,-91.054033,11,5,2017
5738,S36840493,Common Grackle,Quiscalus quiscula,2017-05-13,09:00:00,4,10,US-MO,38.8291565,-91.0498206,13,5,2017
23,S21177034,Canada Goose,Branta canadensis,2015-01-03,14:00:00,4,90,US-IL,39.924334,-91.4148653,11,1,2015
24,S37097000,Canada Goose,Branta canadensis,2017-05-23,14:06:00,1,50,US-VT,44.097019,-73.342045100000007,44,5,2017
25,S1740462,Canada Goose,Branta canadensis,2004-10-05,17:00:00,2,0,US-VT,43.7829965,-73.3154315,12,10,2004
26,S22598375,Canada Goose,Branta canadensis,2015-03-30,16:30:00,65,30,US-VT,43.7829965,-73.3154315,81,3,2015
27,S22635608,Canada Goose,Branta canadensis,2015-04-01,16:30:00,2,20,US-VT,43.7829965,-73.3154315,16,4,2015
28,S37075088,Canada Goose,Branta canadensis,2017-05-22,18:17:00,1,9,US-VT,43.7829965,-73.3154315,61,5,2017
29,S37111692,Canada Goose,Branta canadensis,2017-05-24,09:29:00,2,42,US-VT,43.7829965,-73.3154315,62,5,2017
30,S36840514,Canada Goose,Branta canadensis,2017-05-13,10:40:00,30,275,US-MO,38.8636,-92.4504,515,5,2017
31,S111728537,Canada Goose,Branta canadensis,2022-05-30,08:08:00,12,302,US-OK,36.850766,-102.8821564,100,5,2022
32,S87540889,Canada Goose,Branta canadensis,2021-05-08,12:55:00,10,22,US-OK,34.7112086,-98.6755943,41,5,2021
33,S44577908,Canada Goose,Branta canadensis,2018-04-14,15:50:00,2,208,US-MO,38.482151,-90.8242569,222,4,2018
34,S22866773,Canada Goose,Branta canadensis,2015-04-14,06:30:00,2,150,US-AZ,33.3607858,-111.9382811,47,4,2015
35,S1612893,Canada Goose,Branta canadensis,2004-02-22,13:00:00,137,60,US-CA,38.298008,-119.226204,224,2,2004
36,S1612884,Canada Goose,Branta canadensis,2004-02-22,10:00:00,27,105,US-CA,38.01634,-119.123795,43,2,2004
37,S100948655,Canada Goose,Branta canadensis,2022-01-17,11:31:00,4,223,US-OK,35.6222331,-95.1711273,69,1,2022
38,S54632771,Canada Goose,Branta canadensis,2019-04-06,11:20:00,2,122,US-OK,36.2081998,-96.0600758,40,4,2019
39,S69480437,Canada Goose,Branta canadensis,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
40,S80524373,Canada Goose,Branta canadensis,2021-02-06,10:33:00,2,93,US-OK,36.2081998,-96.0600758,58,2,2021
41,S90831933,Canada Goose,Branta canadensis,2021-06-26,14:26:00,8,71,US-OK,36.2081998,-96.0600758,48,6,2021
42,S103266888,Canada Goose,Branta canadensis,2022-02-20,14:05:00,2,65,US-OK,36.2081998,-96.0600758,29,2,2022
43,S41909811,Canada Goose,Branta canadensis,2018-01-14,14:01:00,1,100,US-MO,38.70534,-90.74048,227,1,2018
44,S56366335,Canada Goose,Branta canadensis,2019-05-16,15:09:00,1,80,US-MO,38.70534,-90.74048,46,5,2019
45,S20964481,Canada Goose,Branta canadensis,2014-12-20,09:30:00,45,150,US-MO,38.8719313,-90.1843917,469,12,2014
46,S40744474,Canada Goose,Branta canadensis,2017-11-26,08:49:00,72,24,US-MO,38.8719313,-90.1843917,223,11,2017
47,S36840484,Canada Goose,Branta canadensis,2017-05-13,08:08:00,2,25,US-MO,38.7055395,-90.7048416,44,5,2017
48,S36840463,Canada Goose,Branta canadensis,2017-05-13,05:30:00,3,90,US-MO,38.661,-90.758,79,5,2017
49,S43354053,Canada Goose,Branta canadensis,2018-03-03,17:34:00,44,42,US-MO,38.6228053,-90.344224,72,3,2018
50,S17855769,Canada Goose,Branta canadensis,2014-04-12,08:45:00,2,120,US-MO,38.690995,-90.2349186,200,4,2014
51,S21025538,Canada Goose,Branta canadensis,2014-12-25,10:30:00,8,120,US-MO,38.690995,-90.2349186,138,12,2014
52,S16771971,Canada Goose,Branta canadensis,2014-02-02,16:00:00,178,30,US-MO,38.5615895,-90.2653885,193,2,2014
53,S16536879,Canada Goose,Branta canadensis,2014-01-27,14:30:00,70,45,US-MO,38.6389068,-90.2853806,275,1,2014
54,S17223714,Canada Goose,Branta canadensis,2014-02-27,08:40:00,56,45,US-MO,38.6389068,-90.2853806,237,2,2014
55,S17294044,Canada Goose,Branta canadensis,2014-03-04,08:15:00,30,45,US-MO,38.6389068,-90.2853806,92,3,2014
56,S17334391,Canada Goose,Branta canadensis,2014-03-06,08:20:00,8,55,US-MO,38.6389068,-90.2853806,214,3,2014
57,S17345055,Canada Goose,Branta canadensis,2014-03-07,08:20:00,38,55,US-MO,38.6389068,-90.2853806,276,3,2014
58,S17377851,Canada Goose,Branta canadensis,2014-03-09,15:45:00,40,80,US-MO,38.6389068,-90.2853806,118,3,2014
59,S17410868,Canada Goose,Branta canadensis,2014-03-12,08:20:00,24,45,US-MO,38.6389068,-90.2853806,257,3,2014
60,S17437862,Canada Goose,Branta canadensis,2014-03-14,08:00:00,12,60,US-MO,38.6389068,-90.2853806,181,3,2014
61,S17543272,Canada Goose,Branta canadensis,2014-03-20,09:20:00,7,80,US-MO,38.6389068,-90.2853806,102,3,2014
62,S17701725,Canada Goose,Branta canadensis,2014-04-01,18:30:00,8,25,US-MO,38.6389068,-90.2853806,35,4,2014
63,S17716042,Canada Goose,Branta canadensis,2014-04-02,16:00:00,2,40,US-MO,38.6389068,-90.2853806,134,4,2014
64,S17760108,Canada Goose,Branta canadensis,2014-04-05,18:00:00,4,30,US-MO,38.6389068,-90.2853806,145,4,2014
65,S17798169,Canada Goose,Branta canadensis,2014-04-07,18:00:00,4,45,US-MO,38.6389068,-90.2853806,96,4,2014
66,S17841108,Canada Goose,Branta canadensis,2014-04-11,09:30:00,4,60,US-MO,38.6389068,-90.2853806,103,4,2014
67,S17891506,Canada Goose,Branta canadensis,2014-04-14,09:00:00,6,90,US-MO,38.6389068,-90.2853806,203,4,2014
68,S17931688,Canada Goose,Branta canadensis,2014-04-17,08:00:00,12,120,US-MO,38.6389068,-90.2853806,307,4,2014
69,S17944532,Canada Goose,Branta canadensis,2014-04-18,08:45:00,2,10,US-MO,38.6389068,-90.2853806,45,4,2014
70,S18044118,Canada Goose,Branta canadensis,2014-04-23,12:00:00,8,45,US-MO,38.6389068,-90.2853806,62,4,2014
71,S18178852,Canada Goose,Branta canadensis,2014-05-02,08:15:00,5,60,US-MO,38.6389068,-90.2853806,115,5,2014
72,S18284435,Canada Goose,Branta canadensis,2014-05-08,08:20:00,5,90,US-MO,38.6389068,-90.2853806,130,5,2014
73,S18310479,Canada Goose,Branta canadensis,2014-05-09,18:00:00,4,60,US-MO,38.6389068,-90.2853806,87,5,2014
74,S18346956,Canada Goose,Branta canadensis,2014-05-11,18:30:00,6,60,US-MO,38.6389068,-90.2853806,121,5,2014
75,S20974801,Canada Goose,Branta canadensis,2014-12-21,09:15:00,20,165,US-MO,38.6389068,-90.2853806,157,12,2014
76,S20987277,Canada Goose,Branta canadensis,2014-12-22,09:30:00,6,60,US-MO,38.6389068,-90.2853806,177,12,2014
77,S21095947,Canada Goose,Branta canadensis,2014-12-31,08:00:00,134,120,US-MO,38.6389068,-90.2853806,322,12,2014
78,S21145290,Canada Goose,Branta canadensis,2015-01-02,09:00:00,91,5,US-MO,38.6389068,-90.2853806,119,1,2015
79,S21322331,Canada Goose,Branta canadensis,2015-01-12,09:20:00,145,30,US-MO,38.6389068,-90.2853806,195,1,2015
80,S21350144,Canada Goose,Branta canadensis,2015-01-14,02:30:00,40,60,US-MO,38.6389068,-90.2853806,152,1,2015
81,S21419958,Canada Goose,Branta canadensis,2015-01-19,08:30:00,4,0,US-MO,38.6389068,-90.2853806,25,1,2015
82,S21499852,Canada Goose,Branta canadensis,2015-01-22,10:30:00,24,30,US-MO,38.6389068,-90.2853806,85,1,2015
83,S22257298,Canada Goose,Branta canadensis,2015-03-09,13:00:00,6,20,US-MO,38.6389068,-90.2853806,51,3,2015
84,S22360906,Canada Goose,Branta canadensis,2015-03-15,09:00:00,18,120,US-MO,38.6389068,-90.2853806,157,3,2015
85,S22387893,Canada Goose,Branta canadensis,2015-03-16,18:00:00,6,30,US-MO,38.6389068,-90.2853806,35,3,2015
86,S22729778,Canada Goose,Branta canadensis,2015-04-06,18:30:00,5,45,US-MO,38.6389068,-90.2853806,44,4,2015
87,S22776681,Canada Goose,Branta canadensis,2015-04-09,18:20:00,6,25,US-MO,38.6389068,-90.2853806,42,4,2015
88,S23140528,Canada Goose,Branta canadensis,2015-04-30,07:00:00,10,105,US-MO,38.6389068,-90.2853806,150,4,2015
89,S23471799,Canada Goose,Branta canadensis,2015-05-13,08:00:00,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
90,S23465605,Canada Goose,Branta canadensis,2015-05-15,18:30:00,4,30,US-MO,38.6389068,-90.2853806,104,5,2015
91,S33616660,Canada Goose,Branta canadensis,2017-01-12,07:00:00,100,90,US-MO,38.6389068,-90.2853806,272,1,2017
92,S33780633,Canada Goose,Branta canadensis,2017-01-19,07:01:00,145,56,US-MO,38.6389068,-90.2853806,240,1,2017
93,S33809874,Canada Goose,Branta canadensis,2017-01-20,16:26:00,74,59,US-MO,38.6389068,-90.2853806,188,1,2017
94,S35533959,Canada Goose,Branta canadensis,2017-03-30,07:05:00,10,100,US-MO,38.6389068,-90.2853806,283,3,2017
95,S35594469,Canada Goose,Branta canadensis,2017-03-31,17:47:00,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
96,S35698031,Canada Goose,Branta canadensis,2017-04-04,07:00:00,12,127,US-MO,38.6389068,-90.2853806,369,4,2017
97,S35811314,Canada Goose,Branta canadensis,2017-04-09,07:47:00,2,74,US-MO,38.6389068,-90.2853806,51,4,2017
98,S35918417,Canada Goose,Branta canadensis,2017-04-13,06:59:00,10,109,US-MO,38.6389068,-90.2853806,247,4,2017
99,S36118134,Canada Goose,Branta canadensis,2017-04-20,07:00:00,16,98,US-MO,38.6389068,-90.2853806,237,4,2017
100,S36198905,Canada Goose,Branta canadensis,2017-04-23,08:13:00,2,173,US-MO,38.6389068,-90.2853806,137,4,2017
101,S36305628,Canada Goose,Branta canadensis,2017-04-27,06:56:00,10,121,US-MO,38.6389068,-90.2853806,260,4,2017
102,S36310000,Canada Goose,Branta canadensis,2017-04-27,11:46:00,2,41,US-MO,38.6389068,-90.2853806,21,4,2017
103,S36497526,Canada Goose,Branta canadensis,2017-05-02,18:56:00,1,58,US-MO,38.6389068,-90.2853806,40,5,2017
104,S36840525,Canada Goose,Branta canadensis,2017-05-13,18:00:00,20,45,US-MO,38.6389068,-90.2853806,114,5,2017
105,S36956314,Canada Goose,Branta canadensis,2017-05-18,07:04:00,4,126,US-MO,38.6389068,-90.2853806,140,5,2017
106,S37374545,Canada Goose,Branta canadensis,2017-06-04,07:53:00,16,118,US-MO,38.6389068,-90.2853806,108,6,2017
107,S38541052,Canada Goose,Branta canadensis,2017-08-08,07:05:00,11,85,US-MO,38.6389068,-90.2853806,281,8,2017
108,S42135357,Canada Goose,Branta canadensis,2018-01-21,13:37:00,145,127,US-MO,38.6389068,-90.2853806,275,1,2018
109,S44103398,Canada Goose,Branta canadensis,2018-03-30,19:12:00,11,32,US-MO,38.6389068,-90.2853806,104,3,2018
110,S45158368,Canada Goose,Branta canadensis,2018-05-01,18:23:00,2,86,US-MO,38.6389068,-90.2853806,67,5,2018
111,S45233334,Canada Goose,Branta canadensis,2018-05-03,13:54:00,1,55,US-MO,38.6389068,-90.2853806,55,5,2018
112,S89689436,Canada Goose,Branta canadensis,2021-06-05,17:55:00,1,85,US-MO,38.6383932,-90.267979,56,6,2021
113,S89715685,Canada Goose,Branta canadensis,2021-06-06,08:01:00,10,74,US-MO,38.6389068,-90.2853806,57,6,2021
114,S13421647,Canada Goose,Branta canadensis,2013-03-16,14:00:00,2,0,US-MO,38.6129807,-90.2593803,106,3,2013
115,S17575595,Canada Goose,Branta canadensis,2014-03-23,15:30:00,2,90,US-MO,38.6129807,-90.2593803,123,3,2014
116,S18317547,Canada Goose,Branta canadensis,2014-05-10,07:30:00,3,240,US-MO,38.6129807,-90.2593803,130,5,2014
117,S22239405,Canada Goose,Branta canadensis,2015-03-08,11:45:00,4,120,US-MO,38.6129807,-90.2593803,75,3,2015
118,S22828782,Canada Goose,Branta canadensis,2015-04-12,11:00:00,4,150,US-MO,38.6129807,-90.2593803,112,4,2015
119,S23326412,Canada Goose,Branta canadensis,2015-05-09,07:00:00,3,180,US-MO,38.6129807,-90.2593803,134,5,2015
120,S28837436,Canada Goose,Branta canadensis,2016-04-09,09:15:00,2,120,US-MO,38.6129807,-90.2593803,60,4,2016
121,S37507879,Canada Goose,Branta canadensis,2017-06-10,08:50:00,3,90,US-MO,38.6129807,-90.2593803,56,6,2017
122,S41266689,Canada Goose,Branta canadensis,2017-12-23,08:41:00,2,80,US-MO,38.6129807,-90.2593803,58,12,2017
123,S43760440,Canada Goose,Branta canadensis,2018-03-18,15:54:00,2,71,US-MO,38.6129807,-90.2593803,74,3,2018
124,S44377158,Canada Goose,Branta canadensis,2018-04-08,16:11:00,2,62,US-MO,38.6129807,-90.2593803,53,4,2018
125,S45362421,Canada Goose,Branta canadensis,2018-05-06,09:35:00,2,134,US-MO,38.6129807,-90.2593803,86,5,2018
126,S18250965,Canada Goose,Branta canadensis,2014-05-04,08:45:00,4,120,US-MO,38.7472557,-90.1926899,143,5,2014
127,S38628943,Canada Goose,Branta canadensis,2017-08-13,15:48:00,13,55,US-MO,38.5605873,-90.2872912,164,8,2017
128,S17873207,Canada Goose,Branta canadensis,2014-04-13,10:45:00,2,150,US-MO,38.6066358,-90.2582139,198,4,2014
129,S36184977,Canada Goose,Branta canadensis,2017-04-22,18:16:00,4,88,US-MO,38.6066358,-90.2582139,64,4,2017
130,S36840529,Canada Goose,Branta canadensis,2017-05-13,19:00:00,3,90,US-MO,38.6066358,-90.2582139,56,5,2017
131,S18038813,Canada Goose,Branta canadensis,2014-04-20,07:30:00,1,180,US-MO,37.0223596,-90.0990486,103,4,2014
132,S65338838,Canada Goose,Branta canadensis,2020-03-01,16:23:00,2,38,US-OK,36.152075,-95.9778614,49,3,2020
133,S65902721,Canada Goose,Branta canadensis,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
134,S107970844,Canada Goose,Branta canadensis,2022-04-24,17:14:00,2,77,US-OK,36.1255459,-95.9823976,105,4,2022
135,S109319353,Canada Goose,Branta canadensis,2022-05-08,09:23:00,15,17,US-OK,36.2349276,-95.9115887,56,5,2022
136,S88192658,Canada Goose,Branta canadensis,2021-05-15,12:31:00,15,46,US-OK,36.2222811,-95.9239566,37,5,2021
137,S64885073,Canada Goose,Branta canadensis,2020-02-20,15:59:00,12,93,US-OK,36.116064,-95.98525,200,2,2020
